FITS_File,JD,Predicted_RA_deg,Predicted_DEC_deg,Detected,Centroid_X_px,Centroid_Y_px,Detected_RA_deg,Detected_DEC_deg,Uncertainty_px
016238_0071_4953_REDUCED.fits,2460614.542928241,10.858027083169885,-36.74237129627208,True,660.9743379969293,499.77937692437814,10.857911654997032,-36.742376736256695,0.5
016238_0072_4953_REDUCED.fits,2460614.543078704,10.857945833400388,-36.74235925926919,True,660.8726786556914,499.9439382307055,10.857842603358277,-36.742404366165765,0.5
016238_0073_4953_REDUCED.fits,2460614.543217592,10.85787083380272,-36.74234814821769,True,660.9795327368649,499.88456454984356,10.857833429849796,-36.74237997451793,0.5
016238_0074_4953_REDUCED.fits,2460614.543368055,10.857789583735665,-36.742336111170715,True,660.7110516663272,499.8549809072141,10.857678430209118,-36.7423327891054,0.5
016238_0075_4953_REDUCED.fits,2460614.543518519,10.857708333165695,-36.742324074049236,True,660.3606736452546,499.95917266558337,10.857585290951505,-36.74233761419933,0.5
016238_0076_4953_REDUCED.fits,2460614.543657408,10.857633333065113,-36.74231296292322,True,660.338956086713,500.0234643318856,10.85754669511178,-36.74232325496244,0.5
016238_0077_4953_REDUCED.fits,2460614.54380787,10.857552083752429,-36.74230092598801,True,660.2131741849862,500.0492179267865,10.857425174785417,-36.74231528422805,0.5
016238_0078_4953_REDUCED.fits,2460614.543958333,10.857470833685374,-36.74228888894104,True,659.9573320583281,500.1637471355477,10.857327772927585,-36.74231721372363,0.5
016238_0079_4953_REDUCED.fits,2460614.544097222,10.85739583358479,-36.742277777815026,True,659.9428545603727,500.15075298171445,10.857366265247165,-36.742324820691515,0.5
016238_0080_4953_REDUCED.fits,2460614.544247685,10.857314583517734,-36.742265740768055,True,659.8476421826751,500.20641065558203,10.857185190552459,-36.74233180697854,0.5
016238_0081_4953_REDUCED.fits,2460614.544398148,10.85723333345068,-36.74225370372109,True,659.592212502671,500.19969088896767,10.857087583889895,-36.742283820760335,0.5
016238_0082_4953_REDUCED.fits,2460614.544537037,10.857158333350096,-36.74224629629754,True,660.0103059667238,500.25988835242396,10.857084822465984,-36.742308995974554,0.5
016238_0083_4953_REDUCED.fits,2460614.5446875,10.857077083283041,-36.74224027777405,True,659.682331265547,500.39853979763575,10.856879487532069,-36.742280114459334,0.5
016238_0084_4953_REDUCED.fits,2460614.544837963,10.856995833467444,-36.742234259269196,True,659.6516894688967,500.2712480891594,10.856843619567467,-36.74228767941332,0.5
016238_0085_4953_REDUCED.fits,2460614.544976852,10.856920833366862,-36.74222870370619,True,659.5702943093745,500.1411673896933,10.856794402634879,-36.74225438348742,0.5
016238_0086_4953_REDUCED.fits,2460614.545127315,10.856839583299806,-36.7422226851827,True,659.1044660696197,500.4178588674369,10.856685017765965,-36.74215527601728,0.5
016238_0087_4953_REDUCED.fits,2460614.545277778,10.856749999888242,-36.74221111109621,True,658.8628031515507,500.27271937125585,10.856691820888726,-36.74224416733901,0.5
016238_0088_4953_REDUCED.fits,2460614.545416667,10.85666666644315,-36.7421999999702,True,658.6868628789655,500.24185548991215,10.856607171927237,-36.74221130031245,0.5
016238_0089_4953_REDUCED.fits,2460614.54556713,10.856576388590865,-36.74218796292323,True,658.0693273785857,500.22992023261946,10.856463372349168,-36.74221331486291,0.5
016238_0090_4953_REDUCED.fits,2460614.545717593,10.85648611101798,-36.742175925913514,True,657.7650446899054,500.2689321679466,10.856360916388194,-36.742200880102466,0.5
016238_0091_4953_REDUCED.fits,2460614.545856481,10.856404166985179,-36.74216481486201,True,657.503529180038,500.1726668479345,10.856298437830288,-36.74216028905152,0.5
016238_0092_4953_REDUCED.fits,2460614.546006944,10.856322916918124,-36.742152777815036,True,657.5488177777496,500.30640531262424,10.856217691476273,-36.742150836708156,0.5
016238_0093_4953_REDUCED.fits,2460614.546157408,10.856241666348154,-36.74214074069356,True,657.381425850355,500.2589605014809,10.85614867193275,-36.742195488939245,0.5
016238_0094_4953_REDUCED.fits,2460614.546296296,10.856166666750486,-36.74212962964205,True,657.4870932202948,500.1950136161104,10.856126171462593,-36.74220117036336,0.5
016238_0095_4953_REDUCED.fits,2460614.546446759,10.856085416934887,-36.74211759263233,True,657.5039417100647,500.27815603583787,10.855944007695745,-36.74221379603134,0.5
016238_0096_4953_REDUCED.fits,2460614.546597222,10.856004166867832,-36.74210555558536,True,657.1018754672829,500.38927868020323,10.855885014098929,-36.74217002712452,0.5
016238_0097_4953_REDUCED.fits,2460614.546736111,10.855929166767249,-36.74209444445935,True,657.3659013572942,500.45317051678825,10.855854540503373,-36.74214360683657,0.5
016238_0098_4953_REDUCED.fits,2460614.546886574,10.855847916700194,-36.742082407412376,True,657.040876236761,500.3075147549389,10.855810930343058,-36.74219301926635,0.5
016238_0099_4953_REDUCED.fits,2460614.547037037,10.855766666633139,-36.742070370365404,True,656.73041962156,500.5790318706047,10.855572775132579,-36.74212506968949,0.5
016238_0100_4953_REDUCED.fits,2460614.5471875,10.855685416566084,-36.74205833331843,True,656.7622827778566,500.5059487337339,10.855623229331405,-36.74210709216613,0.5
016238_0101_4953_REDUCED.fits,2460614.547326389,10.855610416716958,-36.74205138889262,True,656.4784578641851,500.56209400540007,10.855447191375479,-36.74206786240698,0.5
016238_0102_4953_REDUCED.fits,2460614.547476852,10.855529166649903,-36.742045370369134,True,656.7193353724879,500.6552379620642,10.85547454348321,-36.74203978342358,0.5
016238_0103_4953_REDUCED.fits,2460614.547627315,10.855447916582849,-36.74203935184565,True,656.3433458264285,500.62162015982847,10.855340130139284,-36.74204815304705,0.5
016238_0104_4953_REDUCED.fits,2460614.547766204,10.855372916482265,-36.74203379628264,True,656.4109161351217,500.3513202169153,10.855240315646412,-36.74214136784853,0.5
016238_0105_4953_REDUCED.fits,2460614.547916667,10.85529166641521,-36.742027777740525,True,655.9509423162096,500.69799700906515,10.855217320176033,-36.74201964509299,0.5
016238_0106_4953_REDUCED.fits,2460614.54806713,10.855210416348156,-36.74201574069355,True,655.4283917191166,500.70984612763795,10.855067628978638,-36.741994421057036,0.5
016238_0107_4953_REDUCED.fits,2460614.548206018,10.855135417001943,-36.7420046296793,True,655.1608266717408,500.57359760685716,10.85502897440726,-36.74199834710829,0.5
016238_0108_4953_REDUCED.fits,2460614.548356481,10.855054166934888,-36.74199259263233,True,654.6691344531608,500.52392541052654,10.854975362913855,-36.74196587855488,0.5
016238_0109_4953_REDUCED.fits,2460614.548506944,10.854972916867832,-36.74198055558536,True,654.2795919541064,500.3729175518149,10.85488101062095,-36.74197493550139,0.5
016238_0110_4953_REDUCED.fits,2460614.548645834,10.854897916264335,-36.74196944438484,True,653.9559247334251,500.43712865995354,10.854733380617626,-36.74198775242465,0.5
016238_0111_4953_REDUCED.fits,2460614.548796296,10.854816666700195,-36.74195740741238,True,654.3339189786888,500.52970159442106,10.854731523744718,-36.74194706607357,0.5
016238_0112_4953_REDUCED.fits,2460614.548946759,10.854735416633138,-36.74194537036541,True,653.9584363621852,500.4977784740261,10.854586616230659,-36.74192471917581,0.5
016238_0113_4953_REDUCED.fits,2460614.549085648,10.854660416784014,-36.74193425927665,True,653.9740545049297,500.53927603450995,10.854575310933672,-36.74188852434996,0.5
016238_0114_4953_REDUCED.fits,2460614.549236111,10.85457916671696,-36.741922222229675,True,653.9793994886279,500.30294268303976,10.85449599141804,-36.74197868185818,0.5
016238_0115_4953_REDUCED.fits,2460614.549386574,10.854497916649905,-36.741910185182704,True,653.5305478274341,500.6295538339632,10.854375384993716,-36.741916781591364,0.5
016238_0116_4953_REDUCED.fits,2460614.549525463,10.854422916549321,-36.74189907405669,True,653.6234661849224,500.6443204749715,10.854337369023208,-36.741899918744764,0.5
016238_0117_4953_REDUCED.fits,2460614.549675926,10.854341666482265,-36.74188703700972,True,653.3360299261775,500.6829838867973,10.854259734581499,-36.74192998715702,0.5
016238_0118_4953_REDUCED.fits,2460614.549826389,10.85426041641521,-36.74187499996275,True,652.8208223463542,500.9357169108367,10.854074220008837,-36.7418632374508,0.5
016238_0119_4953_REDUCED.fits,2460614.549965278,10.854185416566084,-36.741863888873986,True,652.9275309227572,500.55916402580374,10.85408185709855,-36.741934611610134,0.5
016238_0120_4953_REDUCED.fits,2460614.550115741,10.854104166499027,-36.741856481469064,True,652.8462022636824,500.9563831546179,10.854020884234144,-36.74183048507269,0.5
016238_0121_4953_REDUCED.fits,2460614.550266203,10.854022916934888,-36.74185046298283,True,652.4597213855155,501.0147336397024,10.853875225824035,-36.74181136695341,0.5
016238_0122_4953_REDUCED.fits,2460614.550405093,10.853947916331391,-36.74184490738257,True,652.5120741177873,500.94427781336213,10.85375953899664,-36.741817637649646,0.5
016238_0123_4953_REDUCED.fits,2460614.550555556,10.853866666264336,-36.741838888859085,True,652.2220735395259,501.1540427738884,10.85373252362782,-36.74182621448324,0.5
016238_0124_4953_REDUCED.fits,2460614.550706019,10.853785416201472,-36.741832407338485,True,652.0383162530785,501.050571714245,10.853682694491848,-36.74182782848727,0.5
016238_0125_4953_REDUCED.fits,2460614.550844907,10.853710416905551,-36.741821296331686,True,651.6477365594715,501.15851690780397,10.853537993519623,-36.741820545166284,0.5
016238_0126_4953_REDUCED.fits,2460614.55099537,10.85362916689298,-36.741809259292786,True,651.2593044296456,501.0128471660861,10.853587671703526,-36.741775857102446,0.5
016238_0127_4953_REDUCED.fits,2460614.551145833,10.853547916880405,-36.741797222253886,True,650.9600595711618,501.1400120121513,10.853454023720442,-36.74177986521488,0.5
016238_0128_4953_REDUCED.fits,2460614.551296297,10.853466666364918,-36.74178518514048,True,650.3894399207207,500.9123874616765,10.853347120847511,-36.74180079221034,0.5
016238_0129_4953_REDUCED.fits,2460614.551435185,10.853391666800777,-36.74177407409394,True,650.4004318139057,500.9919014315418,10.853266664967101,-36.74179128337536,0.5
016238_0130_4953_REDUCED.fits,2460614.551585648,10.853310416733722,-36.74176203704697,True,650.0740886580226,500.5969166730932,10.853177407473353,-36.741811791317666,0.5
016238_0131_4953_REDUCED.fits,2460614.551736111,10.853229166918124,-36.74175000003725,True,649.8771561070849,500.9109904969737,10.853110097392689,-36.741738665242316,0.5
016238_0132_4953_REDUCED.fits,2460614.551875,10.853154166817541,-36.74173888891124,True,649.6124493911007,500.96256279243767,10.852977816421424,-36.74178164327994,0.5
016238_0133_4953_REDUCED.fits,2460614.552025463,10.853072916750486,-36.74172685186427,True,649.5407907088902,501.05382012675665,10.852997854600888,-36.74177052327953,0.5
016238_0134_4953_REDUCED.fits,2460614.552175926,10.852991666683431,-36.74171851851976,True,649.5549522343881,501.27166305359276,10.852901604897571,-36.741733032503156,0.5
016238_0135_4953_REDUCED.fits,2460614.552314815,10.852916666582848,-36.741712962956754,True,649.8932604005563,501.21833702657375,10.852820033125862,-36.74172825409367,0.5
016238_0136_4953_REDUCED.fits,2460614.552465278,10.852835416515793,-36.74170694443327,True,649.625889735838,501.17395922028606,10.852700355595857,-36.74171243294933,0.5
016238_0137_4953_REDUCED.fits,2460614.552615741,10.852754166700194,-36.74170092592841,True,649.3315892876298,501.2226332805674,10.852653522017714,-36.741724347420295,0.5
016238_0138_4953_REDUCED.fits,2460614.552754629,10.852679167102526,-36.74169537040266,True,648.8228384064106,500.9776395646661,10.852562730752023,-36.74165354952667,0.5
016238_0139_4953_REDUCED.fits,2460614.552905092,10.85259027818756,-36.7416842593139,True,648.9019595050631,500.9782733908581,10.85251578894414,-36.74171406501245,0.5
016238_0140_4953_REDUCED.fits,2460614.553055556,10.852499999776482,-36.74167222219242,True,648.8005266668285,501.0828342271937,10.85234919800975,-36.74168031164737,0.5
016238_0141_4953_REDUCED.fits,2460614.553194445,10.85241666633139,-36.74166111106641,True,648.8156382667988,501.20487788440846,10.852300984274665,-36.7416572596578,0.5
016238_0142_4953_REDUCED.fits,2460614.553344907,10.852326389317296,-36.741649074131196,True,648.6499112598242,501.2641284054779,10.852247607765843,-36.7416514475746,0.5
016238_0143_4953_REDUCED.fits,2460614.55349537,10.852237500318513,-36.74163703708423,True,648.1899963678875,500.9525051779661,10.852130082556673,-36.7416968666999,0.5
016238_0144_4953_REDUCED.fits,2460614.553645833,10.852156250251458,-36.74162500003725,True,647.5842732809783,500.8658574206754,10.852009135153057,-36.741648479145724,0.5
016238_0145_4953_REDUCED.fits,2460614.553784722,10.852081250150874,-36.74161388891124,True,647.0197285698729,500.89751812009445,10.85197688698064,-36.74166600512759,0.5
016238_0146_4953_REDUCED.fits,2460614.553935185,10.85200000008382,-36.74160185186427,True,646.489028086308,501.129357221832,10.85189400474408,-36.741580807389894,0.5
016238_0147_4953_REDUCED.fits,2460614.554085648,10.851918750016763,-36.741589814817296,True,646.437382089952,500.8228083069383,10.851858049257533,-36.741653180866855,0.5
016238_0148_4953_REDUCED.fits,2460614.554224537,10.851843749916181,-36.74157870369128,True,646.2669055828702,501.0364414107086,10.851781943524022,-36.7415910379083,0.5
016238_0149_4953_REDUCED.fits,2460614.554375,10.851762500100584,-36.741566666681564,True,645.9715741889809,500.8025326180403,10.851594353564707,-36.74161655421957,0.5
016240_0000_4953_REDUCED.fits,2460614.577175926,10.839325000016762,-36.7399648148173,True,623.5795055009905,499.82181461332016,10.839240809330917,-36.74001209627567,0.5
016240_0001_4953_REDUCED.fits,2460614.577326389,10.839243749949707,-36.73995277777033,True,623.614612227367,499.71523572657657,10.839240913289172,-36.7399938378071,0.5
016240_0002_4953_REDUCED.fits,2460614.577476852,10.839162499882653,-36.739940740723355,True,623.289401685934,499.873744795156,10.839106778733617,-36.73997174614246,0.5
016240_0003_4953_REDUCED.fits,2460614.577615741,10.839087499782071,-36.73992962959734,True,622.932960962284,500.22412124741714,10.838974732119693,-36.73995597190597,0.5
016240_0004_4953_REDUCED.fits,2460614.577766204,10.839006249966472,-36.739917592587624,True,622.9567586161579,500.0041687710477,10.838953357730775,-36.73996890709307,0.5
016240_0005_4953_REDUCED.fits,2460614.577916667,10.838924999899417,-36.73990555554065,True,622.741214244405,500.5971526469006,10.838807658026575,-36.73992336895479,0.5
016240_0006_4953_REDUCED.fits,2460614.578055555,10.838850000301749,-36.739894444489146,True,622.7726629280871,500.8047374121982,10.838792819131948,-36.739908220797766,0.5
016240_0007_4953_REDUCED.fits,2460614.578206019,10.838768749731779,-36.73988240736767,True,622.3141456824435,500.83914780263143,10.838621920192308,-36.73990760425815,0.5
016240_0008_4953_REDUCED.fits,2460614.578356482,10.838687499664724,-36.7398703703207,True,622.3888815928218,501.0004940553465,10.838666255288457,-36.73986140102568,0.5
016240_0009_4953_REDUCED.fits,2460614.578506944,10.83860625035204,-36.7398597222483,True,621.8166742822681,501.0253528080397,10.838489629968144,-36.73988130077039,0.5
016240_0010_4953_REDUCED.fits,2460614.578645833,10.838531250251458,-36.73985416668529,True,621.586845622807,501.12338229696127,10.838390399783023,-36.73986262138433,0.5
016240_0011_4953_REDUCED.fits,2460614.578796296,10.838450000184402,-36.73984814816181,True,620.9680778527543,501.0570883725492,10.838367592388655,-36.739903443845044,0.5
016240_0012_4953_REDUCED.fits,2460614.578946759,10.838368750117347,-36.739842129638326,True,620.7803335973829,501.13389138490504,10.838315261212644,-36.739876274819686,0.5
016240_0013_4953_REDUCED.fits,2460614.579085648,10.838293750016764,-36.73983657407532,True,620.1762840795916,501.258313946525,10.838155103685978,-36.739847918671465,0.5
016240_0014_4953_REDUCED.fits,2460614.579236111,10.838212499949709,-36.73982777777033,True,620.2269456037384,501.42033953904394,10.83811187216663,-36.73982934034544,0.5
016240_0015_4953_REDUCED.fits,2460614.579386574,10.838131249882654,-36.73981574072336,True,620.0928349911835,501.2538107934894,10.838037474769168,-36.73987175241106,0.5
016240_0016_4953_REDUCED.fits,2460614.579525463,10.838056250033528,-36.7398046296346,True,619.7203111084666,501.5355053571236,10.837925905881994,-36.739811795736806,0.5
016240_0017_4953_REDUCED.fits,2460614.579675926,10.837974999966473,-36.73979259258763,True,619.724491430674,501.58451418880526,10.837882661659586,-36.739811453275166,0.5
